Brand,Model,Battery_Life_Minutes,Charging_Time_Hours,Dustbin_Capacity_ml,Suction_Power_Pa,Noise_Level_dB,WiFi_Connectivity,App_Control,Voice_Control,Mapping_Technology,Obstacle_Avoidance,HEPA_Filter,Auto_Dock,Runtime_Adjustment,Carpet_Boost,Number_of_Sensors,Weight_kg,Height_cm,Smart_Scheduling,Multi_Floor_Mapping,Mop_Function,Self_Emptying,Price_USD
ILIFE,ILIFE R83,141,4.0,493,2089,62,No,Yes,No,Infrared,No,No,Yes,No,Yes,11,5.5,7.3,No,No,No,Yes,1018
iRobot,iRobot S38 Ultra,94,4.4,535,5965,56,Yes,Yes,No,Lidar+Camera,Yes,No,No,Yes,Yes,17,3.7,10.0,No,Yes,No,No,194
Shark,Shark X22 Ultra,115,4.6,475,3570,62,Yes,Yes,No,Camera,No,Yes,No,Yes,Yes,11,5.2,8.3,No,Yes,No,Yes,963
Rowenta,Rowenta S81,135,3.4,531,2834,70,No,No,No,Infrared,Yes,No,Yes,No,Yes,14,4.8,9.4,Yes,No,No,No,657
Lenovo,Lenovo R9 Pro,98,5.2,444,5067,62,No,Yes,No,Lidar+Camera,No,No,Yes,Yes,No,19,4.1,9.5,Yes,Yes,Yes,No,342
Yeedi,Yeedi S68 Pro,117,3.3,663,5160,63,Yes,No,No,Lidar,Yes,Yes,No,Yes,No,11,4.4,8.6,No,Yes,No,Yes,986
Kyvol,Kyvol V99,164,5.0,381,1624,66,Yes,No,No,Lidar,No,No,Yes,Yes,No,18,3.6,8.2,No,No,Yes,Yes,403
Bissell,Bissell X20 Pro,90,4.2,361,4899,59,No,Yes,No,Infrared,No,Yes,No,No,No,16,5.3,10.6,No,No,Yes,Yes,156
Haier,Haier V71 Max,197,3.7,578,3777,62,Yes,No,Yes,Lidar,Yes,Yes,Yes,No,Yes,7,2.7,10.2,Yes,Yes,Yes,Yes,169
Lefant,Lefant X90,153,3.6,408,4988,59,Yes,No,No,Lidar+Camera,Yes,No,No,Yes,No,9,4.9,8.1,Yes,No,No,Yes,659
iRobot,iRobot R8,95,5.6,582,4344,64,Yes,No,Yes,Lidar,No,Yes,Yes,No,Yes,19,3.5,9.6,Yes,No,No,Yes,963
Viomi,Viomi X42,166,4.8,546,2086,70,No,Yes,Yes,Infrared,Yes,Yes,Yes,Yes,Yes,13,3.8,8.7,Yes,Yes,Yes,Yes,1130
Zigma,Zigma X48 Ultra,120,3.3,495,3325,61,Yes,No,No,Camera,Yes,Yes,No,No,No,16,4.3,10.0,Yes,No,No,No,544
Medion,Medion R17 Pro,72,5.6,472,5670,65,No,No,No,Camera,Yes,No,No,Yes,No,13,3.9,8.2,Yes,No,Yes,No,282
Cecotec,Cecotec S47,93,4.3,483,2741,57,Yes,Yes,Yes,Lidar+Camera,Yes,No,No,Yes,No,8,3.4,10.9,Yes,Yes,Yes,Yes,363
Eufy,Eufy V72 Max,193,3.2,472,2314,69,Yes,No,No,Lidar,Yes,No,Yes,No,No,10,3.2,10.0,No,No,No,No,1191
iRobot,iRobot X81 Ultra,186,2.6,559,4391,69,No,Yes,No,Infrared,Yes,Yes,Yes,No,Yes,15,4.4,11.0,No,No,No,No,181
Rowenta,Rowenta R90 Ultra,128,4.5,485,2739,68,No,No,Yes,Infrared,Yes,No,No,Yes,Yes,11,5.0,9.6,No,Yes,No,No,1100
Haier,Haier X77 Max,127,3.0,671,3846,62,No,No,No,Infrared,Yes,Yes,No,Yes,No,16,3.9,10.1,Yes,Yes,Yes,No,536
Cecotec,Cecotec S74 Pro,65,2.7,687,3922,59,No,Yes,No,Lidar,Yes,No,Yes,Yes,No,6,3.7,10.1,Yes,Yes,Yes,No,604
TCL,TCL S87 Ultra,115,5.0,433,3765,61,No,Yes,No,Infrared,No,Yes,No,Yes,Yes,8,3.5,7.5,No,No,No,No,253
Zigma,Zigma X35,167,4.4,357,3443,58,Yes,Yes,No,Lidar+Camera,No,No,No,No,Yes,10,4.8,8.7,Yes,Yes,Yes,Yes,718
Kyvol,Kyvol V36 Max,179,4.0,375,1977,63,Yes,No,Yes,Lidar+Camera,Yes,Yes,No,No,No,18,2.9,7.6,Yes,Yes,Yes,No,1050
LG,LG V6 Ultra,197,4.2,538,5286,69,No,Yes,No,Lidar,Yes,No,No,No,Yes,6,2.9,8.3,No,No,No,Yes,1049
Bissell,Bissell R78 Ultra,110,4.3,698,2434,70,No,No,No,Lidar,Yes,No,Yes,Yes,No,18,5.3,7.2,No,No,No,Yes,353
Miele,Miele R50 Ultra,92,2.9,553,2551,63,Yes,Yes,Yes,Infrared,No,Yes,Yes,No,Yes,7,2.8,7.0,No,Yes,Yes,No,937
Narwal,Narwal R7,186,5.7,675,3033,62,No,No,Yes,Camera,No,No,No,No,Yes,12,4.3,9.1,Yes,No,No,No,316
Miele,Miele V16 Max,119,3.4,560,5754,63,No,No,Yes,Infrared,No,No,Yes,Yes,No,20,3.6,10.9,No,No,Yes,Yes,1100
Neabot,Neabot V49,84,3.9,571,5432,65,No,No,No,Camera,No,No,No,No,No,11,3.3,7.9,Yes,Yes,No,Yes,231
Zigma,Zigma V43 Ultra,120,2.9,489,2794,61,Yes,No,Yes,Infrared,No,No,No,Yes,No,7,4.5,7.4,Yes,Yes,No,No,983
Kyvol,Kyvol S74,198,5.0,414,5608,56,Yes,No,No,Lidar,Yes,Yes,No,No,Yes,7,4.6,7.7,Yes,No,No,No,1078
Honiture,Honiture R90 Ultra,81,3.0,489,5353,65,Yes,No,No,Lidar+Camera,No,No,No,Yes,Yes,6,4.4,9.6,Yes,No,No,No,1120
Miele,Miele V65 Max,65,3.1,471,5411,65,Yes,No,Yes,Camera,Yes,No,Yes,No,No,14,3.8,8.7,No,Yes,No,Yes,931
TCL,TCL V97,78,3.4,442,5683,57,No,No,Yes,Infrared,No,No,Yes,Yes,No,11,5.2,10.3,No,No,Yes,No,732
LG,LG V57 Ultra,124,5.6,356,2137,62,No,Yes,No,Lidar,Yes,No,No,No,Yes,18,3.4,9.3,Yes,Yes,Yes,No,192
Bissell,Bissell X89 Pro,161,3.1,565,5966,57,No,No,Yes,Lidar+Camera,No,Yes,Yes,No,No,17,3.5,9.7,No,Yes,Yes,No,416
Shark,Shark V16,122,3.5,619,2975,57,No,No,No,Infrared,No,No,Yes,Yes,Yes,17,2.6,7.4,No,Yes,No,No,895
Neabot,Neabot R18 Ultra,139,3.1,360,3981,69,Yes,No,Yes,Infrared,Yes,Yes,Yes,No,Yes,20,4.0,10.8,Yes,No,Yes,No,430
Proscenic,Proscenic S94 Pro,181,3.8,505,4825,64,No,Yes,No,Lidar,No,Yes,Yes,Yes,No,11,3.0,8.8,Yes,Yes,No,No,814
Lenovo,Lenovo V39 Max,64,2.9,375,3346,59,No,No,Yes,Camera,No,No,No,Yes,No,13,4.4,7.2,No,Yes,Yes,Yes,666
TCL,TCL V31 Ultra,84,4.4,406,3640,69,No,Yes,Yes,Camera,No,Yes,No,Yes,Yes,14,2.8,10.4,No,No,Yes,No,1079
Dyson,Dyson X10 Ultra,196,2.9,484,5242,63,No,Yes,Yes,Lidar+Camera,No,No,Yes,Yes,Yes,8,3.9,9.1,No,No,Yes,Yes,1081
Eufy,Eufy S41 Ultra,184,2.7,527,5285,59,Yes,Yes,No,Infrared,Yes,Yes,Yes,No,Yes,18,5.1,9.8,No,No,No,No,1085
TCL,TCL V45 Ultra,145,5.2,662,3623,68,No,Yes,No,Lidar,Yes,No,No,No,Yes,16,5.3,8.0,Yes,Yes,No,No,334
Haier,Haier R68 Max,82,5.1,477,2301,62,No,No,Yes,Infrared,No,No,No,Yes,No,10,4.0,7.5,No,Yes,Yes,Yes,904
Dyson,Dyson X64,135,5.9,628,5234,68,Yes,No,Yes,Lidar+Camera,No,Yes,No,Yes,Yes,16,4.3,7.6,No,Yes,No,No,1108
Honiture,Honiture S46 Ultra,186,5.4,676,3358,70,No,Yes,Yes,Infrared,No,No,No,No,Yes,16,3.6,8.6,No,No,No,No,483
Lenovo,Lenovo S68 Pro,79,4.1,466,4622,61,No,Yes,No,Infrared,Yes,No,Yes,Yes,No,7,5.3,10.0,Yes,Yes,No,No,370
Amarey,Amarey X52 Max,177,5.4,695,3662,58,Yes,Yes,Yes,Lidar+Camera,Yes,No,Yes,No,No,19,4.0,9.7,Yes,No,No,No,391
Mamibot,Mamibot S32,103,2.7,598,3685,61,Yes,Yes,Yes,Infrared,Yes,No,Yes,No,Yes,9,4.0,8.9,Yes,No,Yes,No,1079
Shark,Shark X20,87,4.0,587,1961,69,Yes,Yes,Yes,Lidar,Yes,No,Yes,Yes,No,20,4.5,8.7,No,No,No,Yes,205
Trifo,Trifo S6 Ultra,79,3.3,423,5133,56,No,No,No,Lidar,Yes,Yes,Yes,Yes,No,14,3.1,9.0,No,No,Yes,No,491
ILIFE,ILIFE R82 Ultra,172,5.2,599,3216,61,No,No,Yes,Lidar,No,Yes,No,Yes,Yes,20,4.4,8.4,Yes,Yes,Yes,No,151
Shark,Shark S13 Pro,174,5.0,606,4228,61,No,No,No,Lidar+Camera,No,Yes,Yes,No,No,15,4.2,9.3,No,No,No,No,1167
Tesvor,Tesvor R57 Ultra,118,3.3,388,4233,55,No,Yes,No,Camera,Yes,Yes,Yes,Yes,Yes,12,5.4,9.8,Yes,No,No,No,495
Yeedi,Yeedi V71,90,4.7,443,2821,56,No,Yes,Yes,Lidar,Yes,No,No,No,Yes,17,5.0,7.6,No,No,Yes,No,557
Puppyoo,Puppyoo X21 Ultra,188,4.3,485,5663,65,Yes,Yes,Yes,Infrared,Yes,No,Yes,Yes,Yes,18,2.5,9.9,No,Yes,No,No,709
TCL,TCL R7 Pro,172,3.4,469,2102,69,Yes,No,Yes,Lidar,No,Yes,No,Yes,Yes,10,3.8,7.8,No,Yes,Yes,Yes,962
Shark,Shark X36 Ultra,147,2.8,480,5727,68,No,No,Yes,Lidar+Camera,Yes,Yes,Yes,Yes,Yes,13,3.5,10.1,Yes,Yes,Yes,No,400
Rowenta,Rowenta R87,98,3.8,459,2536,61,Yes,Yes,Yes,Infrared,No,No,Yes,No,No,20,2.7,8.3,Yes,Yes,No,No,268
Tesvor,Tesvor R91,151,3.2,355,2209,58,No,Yes,No,Lidar,No,No,Yes,Yes,Yes,12,4.5,9.4,No,No,Yes,No,156
Proscenic,Proscenic R61,66,3.9,532,5168,58,Yes,No,Yes,Infrared,Yes,No,Yes,Yes,Yes,13,4.5,10.4,Yes,Yes,Yes,Yes,1062
Puppyoo,Puppyoo S59 Ultra,167,2.6,488,2836,55,No,Yes,No,Infrared,Yes,No,No,Yes,Yes,9,3.0,8.6,No,Yes,No,No,1163
Rowenta,Rowenta X20,126,3.4,584,2927,66,No,No,Yes,Lidar+Camera,Yes,Yes,No,Yes,No,12,3.0,9.2,No,Yes,Yes,No,263
Ecovacs,Ecovacs V89,186,5.7,520,2272,69,No,Yes,Yes,Camera,Yes,No,Yes,Yes,No,7,3.1,7.1,No,No,No,No,212
Honiture,Honiture X75 Ultra,170,5.3,448,5129,58,No,No,No,Lidar,No,No,No,No,No,15,3.6,8.8,No,Yes,No,No,693
Samsung,Samsung X95 Ultra,104,3.9,448,4397,67,No,No,Yes,Lidar,Yes,Yes,No,Yes,Yes,19,2.9,7.8,No,No,Yes,Yes,195
Shark,Shark X43 Ultra,110,4.8,453,1525,69,Yes,No,No,Lidar+Camera,Yes,No,No,Yes,No,14,4.3,10.3,No,No,No,Yes,491
iRobot,iRobot X77 Pro,163,4.2,385,4641,69,No,No,Yes,Camera,Yes,Yes,Yes,Yes,Yes,10,5.1,10.7,Yes,No,Yes,No,258
ILIFE,ILIFE X95 Ultra,134,2.6,381,5814,61,Yes,Yes,Yes,Lidar+Camera,Yes,No,No,Yes,Yes,9,2.7,7.6,Yes,No,No,Yes,772
Dreame,Dreame R44 Pro,121,5.2,350,2631,67,No,Yes,No,Lidar,Yes,Yes,No,Yes,Yes,17,5.0,8.3,Yes,Yes,No,No,977
Roborock,Roborock R24 Pro,165,2.7,578,2228,63,Yes,No,Yes,Camera,No,Yes,Yes,No,Yes,17,4.4,8.2,Yes,Yes,Yes,No,1099
LG,LG S86,97,2.9,691,2543,68,No,Yes,Yes,Infrared,No,Yes,Yes,Yes,Yes,17,5.1,8.8,Yes,No,Yes,No,373
Mamibot,Mamibot X92 Ultra,112,5.7,497,3825,63,Yes,No,No,Camera,Yes,Yes,Yes,No,No,13,2.7,8.6,Yes,Yes,Yes,Yes,208
Hobot,Hobot X34 Max,135,4.3,478,4622,60,No,No,No,Infrared,Yes,No,Yes,Yes,Yes,7,5.4,7.9,Yes,No,Yes,Yes,827
Bissell,Bissell R65 Pro,168,4.3,564,3264,66,Yes,Yes,No,Infrared,Yes,No,Yes,Yes,Yes,9,4.9,8.4,No,Yes,Yes,No,619
Honiture,Honiture S21,163,5.0,420,2270,68,No,Yes,No,Lidar+Camera,No,Yes,No,No,No,16,3.3,7.4,No,Yes,No,Yes,1113
iRobot,iRobot S52,142,5.9,594,3808,68,Yes,Yes,Yes,Camera,No,Yes,Yes,No,Yes,18,5.1,11.0,No,Yes,No,No,678
Bissell,Bissell X20 Ultra,108,4.7,455,4506,67,Yes,No,No,Lidar+Camera,Yes,Yes,No,No,Yes,17,4.9,9.8,No,Yes,No,Yes,187
ILIFE,ILIFE R17 Ultra,177,4.9,647,2323,66,No,No,Yes,Infrared,No,Yes,No,Yes,Yes,12,3.5,9.8,No,Yes,No,Yes,972
Shark,Shark X11 Ultra,121,3.6,678,5343,65,Yes,No,No,Lidar+Camera,Yes,No,No,No,Yes,11,5.1,9.0,Yes,No,Yes,No,398
Kyvol,Kyvol S67 Max,143,4.4,351,5389,63,Yes,Yes,No,Lidar+Camera,Yes,Yes,Yes,Yes,No,13,5.3,10.9,Yes,Yes,No,Yes,236
Ultenic,Ultenic S27,82,3.7,573,2372,62,Yes,No,Yes,Lidar+Camera,No,No,No,No,No,11,3.4,8.4,No,No,No,No,574
Dyson,Dyson V6,171,3.7,585,3574,59,Yes,Yes,No,Lidar,No,No,Yes,Yes,No,13,2.7,10.9,No,No,No,No,919
Amarey,Amarey V54 Pro,193,3.1,558,5680,61,No,No,No,Infrared,Yes,No,Yes,No,No,19,5.5,7.3,Yes,No,Yes,Yes,827
Lefant,Lefant V44 Max,124,5.9,494,3379,56,Yes,Yes,Yes,Camera,No,No,No,No,Yes,6,3.2,8.1,Yes,No,No,Yes,159
Tesvor,Tesvor V88 Pro,189,6.0,564,5270,55,Yes,No,Yes,Infrared,Yes,Yes,Yes,No,Yes,7,2.8,8.2,Yes,No,Yes,No,437
LG,LG V73 Ultra,60,2.6,640,4193,57,No,No,Yes,Lidar,No,Yes,Yes,No,Yes,11,5.4,9.6,No,Yes,Yes,No,1119
iRobot,iRobot R28 Max,199,5.8,586,2628,65,Yes,Yes,No,Camera,Yes,Yes,Yes,Yes,Yes,7,5.4,8.2,No,No,No,Yes,1044
Lenovo,Lenovo V87 Max,127,4.2,427,2429,68,Yes,Yes,No,Lidar+Camera,Yes,No,No,Yes,Yes,13,3.0,7.6,Yes,No,Yes,Yes,728
Mamibot,Mamibot S89 Ultra,160,3.9,489,2705,55,No,No,No,Camera,Yes,No,No,No,No,20,2.6,8.2,Yes,No,Yes,Yes,1130
Narwal,Narwal V95,100,3.9,685,3699,68,No,Yes,Yes,Infrared,Yes,Yes,No,Yes,No,12,5.1,10.7,No,No,No,Yes,1003
ILIFE,ILIFE X73,83,2.9,592,5491,67,No,No,Yes,Lidar,No,Yes,Yes,No,No,14,3.1,8.5,No,Yes,Yes,Yes,259
Ecovacs,Ecovacs R89 Max,79,5.3,478,2995,67,Yes,No,No,Lidar,Yes,Yes,No,Yes,No,10,4.5,8.3,Yes,Yes,No,Yes,980
Lenovo,Lenovo S87,167,2.8,454,3089,57,No,No,No,Camera,No,Yes,No,No,Yes,16,2.5,9.0,No,Yes,No,Yes,467
Roborock,Roborock V49 Max,71,5.5,588,3937,65,No,No,Yes,Camera,No,Yes,No,Yes,No,15,5.0,9.4,Yes,Yes,No,Yes,768
Shark,Shark X31,158,4.5,379,1821,66,No,Yes,Yes,Lidar,Yes,No,Yes,No,No,6,5.2,10.4,Yes,Yes,Yes,Yes,152
Narwal,Narwal V93 Max,125,4.6,674,5506,58,No,Yes,Yes,Camera,No,Yes,Yes,No,No,12,4.1,7.2,No,No,Yes,Yes,347
Viomi,Viomi S43 Max,101,3.3,438,5295,58,Yes,Yes,Yes,Camera,No,Yes,No,No,Yes,9,3.4,10.0,No,Yes,No,Yes,839
ILIFE,ILIFE S64,137,3.8,442,5682,55,No,No,No,Lidar,Yes,Yes,Yes,No,No,17,2.6,10.1,Yes,No,Yes,Yes,750
Honiture,Honiture V84 Ultra,93,2.6,578,4287,55,Yes,Yes,Yes,Camera,Yes,Yes,Yes,No,No,18,4.9,10.7,No,No,No,No,349
Samsung,Samsung S93 Max,176,4.2,395,2480,67,Yes,Yes,No,Lidar,Yes,Yes,Yes,No,No,16,2.6,9.0,Yes,No,Yes,No,434
Amarey,Amarey S27,89,4.7,497,5649,56,No,Yes,Yes,Lidar+Camera,No,Yes,No,Yes,Yes,16,4.2,7.9,Yes,Yes,Yes,Yes,382
iRobot,iRobot R48,172,2.6,606,2245,56,No,No,Yes,Lidar+Camera,Yes,No,No,No,No,19,4.3,8.0,Yes,Yes,Yes,Yes,1139
Miele,Miele X85 Ultra,156,5.2,583,4258,64,Yes,Yes,Yes,Lidar,No,Yes,Yes,Yes,Yes,15,2.8,8.1,No,No,Yes,Yes,1119
Roborock,Roborock V6 Max,181,4.7,633,5119,55,Yes,Yes,Yes,Lidar,No,No,Yes,No,Yes,18,2.9,7.3,Yes,No,No,Yes,970
Cecotec,Cecotec X66 Ultra,102,4.0,617,4131,59,No,Yes,Yes,Infrared,No,No,No,No,No,11,2.9,9.0,No,No,Yes,No,1177
iRobot,iRobot S79,175,4.2,512,2817,63,No,Yes,No,Lidar,No,Yes,No,Yes,No,8,4.4,7.7,Yes,Yes,No,Yes,1078
Proscenic,Proscenic S43,157,4.5,647,3539,60,Yes,No,No,Infrared,No,Yes,Yes,Yes,No,20,4.9,9.5,No,No,Yes,No,265
Viomi,Viomi S82 Ultra,83,3.4,561,4991,58,Yes,No,Yes,Infrared,Yes,Yes,No,No,Yes,16,4.4,10.6,No,No,Yes,No,1011
Bissell,Bissell V5 Max,131,5.7,464,2103,69,Yes,Yes,No,Lidar,Yes,Yes,No,Yes,Yes,7,4.5,9.2,Yes,No,No,No,1149
Rowenta,Rowenta R53 Pro,196,4.9,456,5622,67,No,Yes,Yes,Lidar+Camera,Yes,No,Yes,No,Yes,14,3.5,8.8,Yes,Yes,Yes,Yes,207
Eufy,Eufy S80 Max,196,4.2,585,1815,59,No,Yes,Yes,Infrared,No,Yes,Yes,Yes,No,7,5.5,8.1,Yes,Yes,No,No,1111
Eufy,Eufy S96 Pro,84,2.8,628,4905,70,Yes,No,Yes,Infrared,No,Yes,No,Yes,Yes,17,5.1,7.3,Yes,No,No,No,563
LG,LG X19 Pro,194,5.1,567,5324,55,Yes,Yes,No,Infrared,Yes,Yes,No,Yes,No,17,3.3,7.1,Yes,Yes,No,No,291
Mamibot,Mamibot S55,172,2.7,475,2755,59,No,Yes,Yes,Infrared,No,No,No,Yes,Yes,7,5.5,7.2,Yes,Yes,Yes,Yes,879
TCL,TCL R64 Ultra,149,5.8,622,1925,66,Yes,No,Yes,Lidar,No,Yes,Yes,Yes,Yes,19,5.1,9.9,No,Yes,Yes,No,685
Panasonic,Panasonic X87 Pro,183,4.7,640,4125,56,No,No,No,Lidar,No,No,No,Yes,No,9,4.9,8.9,Yes,Yes,Yes,No,264
Cecotec,Cecotec X53 Max,183,6.0,488,4515,59,Yes,No,No,Lidar+Camera,No,Yes,No,No,Yes,17,4.7,8.0,No,Yes,No,Yes,190
LG,LG V64 Max,90,5.4,447,2311,62,Yes,Yes,Yes,Infrared,No,No,No,Yes,Yes,13,5.3,10.8,No,No,Yes,No,175
Amarey,Amarey R40 Ultra,68,5.9,573,4041,69,Yes,No,Yes,Infrared,Yes,No,No,Yes,No,13,3.6,10.1,No,No,Yes,No,287
Honiture,Honiture V28,87,3.7,375,5818,58,Yes,Yes,No,Lidar,Yes,No,Yes,No,No,6,4.8,10.2,No,No,Yes,No,1102
Cecotec,Cecotec V8 Ultra,171,3.0,351,1692,60,No,No,No,Lidar,No,No,No,Yes,No,14,3.6,10.8,No,Yes,Yes,No,239
Narwal,Narwal X93,128,5.6,550,1661,60,Yes,Yes,Yes,Lidar+Camera,Yes,No,No,Yes,Yes,19,2.7,9.8,Yes,Yes,No,No,937
Samsung,Samsung S25,121,3.1,588,5221,55,No,No,Yes,Lidar,No,Yes,No,Yes,Yes,10,2.9,9.3,No,Yes,No,Yes,1001
Eufy,Eufy R64,188,5.6,434,4176,56,Yes,Yes,Yes,Infrared,No,No,No,No,Yes,15,3.3,7.0,Yes,Yes,Yes,No,443
Dreame,Dreame X77,163,3.4,663,4710,56,No,No,No,Camera,No,No,Yes,No,No,20,2.8,8.9,No,No,Yes,No,789
Proscenic,Proscenic S12 Max,162,5.0,576,3810,59,No,Yes,No,Lidar+Camera,Yes,Yes,Yes,Yes,Yes,19,3.2,7.6,Yes,No,No,Yes,473
Trifo,Trifo V5,200,4.2,372,2381,67,Yes,No,No,Infrared,Yes,No,Yes,No,No,8,4.1,8.9,Yes,No,No,No,282
Samsung,Samsung R35 Ultra,80,5.2,426,3547,62,No,Yes,No,Lidar+Camera,No,Yes,No,No,No,19,5.1,7.1,Yes,No,No,Yes,365
Amarey,Amarey X24 Ultra,97,3.0,566,3867,68,Yes,Yes,No,Camera,Yes,Yes,No,No,Yes,7,4.6,9.4,Yes,Yes,Yes,No,871
Kyvol,Kyvol S72 Max,71,4.2,692,5047,69,Yes,No,Yes,Camera,Yes,Yes,Yes,No,No,20,5.5,10.3,No,No,Yes,No,1097
Tesvor,Tesvor V37 Ultra,186,4.6,697,1929,61,Yes,Yes,No,Infrared,No,Yes,No,Yes,Yes,15,5.1,10.8,No,Yes,Yes,Yes,195
Shark,Shark V34 Pro,80,3.0,475,4230,68,No,Yes,No,Infrared,No,Yes,Yes,Yes,No,12,2.7,9.1,No,Yes,Yes,No,833
Neato,Neato X31 Pro,112,4.7,473,4969,69,Yes,Yes,No,Infrared,Yes,Yes,No,No,Yes,18,5.1,10.0,Yes,No,No,Yes,159
Narwal,Narwal V54,96,3.1,540,1673,65,Yes,Yes,No,Lidar,No,No,No,No,Yes,17,2.5,10.1,No,No,No,No,1097
Viomi,Viomi R24,61,4.0,525,5637,59,Yes,Yes,No,Lidar+Camera,Yes,Yes,Yes,No,Yes,9,4.8,9.9,Yes,No,Yes,No,234
Roborock,Roborock S51 Pro,139,3.2,609,1776,68,Yes,Yes,Yes,Lidar,Yes,No,Yes,Yes,Yes,10,4.1,11.0,No,No,Yes,No,1136
Eufy,Eufy X77 Pro,182,6.0,354,3159,58,Yes,Yes,Yes,Camera,No,Yes,No,No,Yes,8,4.6,8.7,Yes,No,No,Yes,1007
Medion,Medion X33 Pro,109,6.0,367,2560,60,No,No,Yes,Infrared,No,Yes,No,Yes,Yes,15,5.1,10.8,Yes,No,Yes,No,250
Ecovacs,Ecovacs R78 Ultra,135,3.8,482,3764,60,No,No,Yes,Infrared,No,No,Yes,Yes,Yes,11,5.4,9.8,No,No,No,No,734
Proscenic,Proscenic R80 Max,65,4.4,516,3598,61,Yes,No,No,Lidar,No,Yes,Yes,Yes,No,6,4.9,7.1,No,Yes,No,No,196
ILIFE,ILIFE V57,77,4.2,683,2692,60,No,Yes,No,Lidar+Camera,No,Yes,Yes,No,No,8,3.0,11.0,No,Yes,No,No,237
Yeedi,Yeedi V69 Max,143,5.5,438,2104,69,Yes,Yes,No,Lidar+Camera,No,Yes,No,Yes,Yes,16,5.3,7.6,Yes,Yes,Yes,No,529
Xiaomi,Xiaomi R70 Ultra,85,5.4,595,3669,61,Yes,No,Yes,Lidar+Camera,Yes,No,No,No,Yes,7,5.3,10.6,No,No,Yes,Yes,425
iRobot,iRobot S20,124,3.3,386,1668,61,No,Yes,No,Lidar+Camera,Yes,No,No,No,No,11,4.4,7.1,No,No,Yes,Yes,530
Lefant,Lefant R99 Pro,198,4.6,366,5160,55,No,No,No,Lidar,No,No,No,No,No,11,4.5,7.7,Yes,No,No,No,902
Panasonic,Panasonic X64 Pro,89,3.3,657,1725,55,Yes,Yes,Yes,Camera,No,Yes,Yes,No,Yes,15,5.3,8.2,No,No,Yes,No,929
Lenovo,Lenovo S32,107,3.4,608,3753,70,No,Yes,No,Lidar,Yes,Yes,Yes,No,No,6,4.3,10.4,No,Yes,No,Yes,647
Neabot,Neabot V48 Pro,123,3.2,534,2199,59,Yes,Yes,No,Camera,Yes,No,No,No,Yes,15,2.7,10.3,No,No,Yes,No,1178
Dyson,Dyson X80 Ultra,122,4.8,514,4116,58,Yes,Yes,No,Lidar+Camera,Yes,Yes,No,Yes,No,16,4.3,9.0,Yes,No,No,No,818
Zigma,Zigma S51 Pro,77,4.6,488,5246,62,Yes,No,No,Lidar+Camera,Yes,Yes,No,Yes,Yes,14,3.2,7.2,No,Yes,No,Yes,919
Lefant,Lefant V71 Max,165,3.1,611,4502,64,Yes,Yes,No,Camera,No,No,Yes,No,No,19,4.2,8.2,No,No,No,Yes,840
Trifo,Trifo R27,80,5.3,639,1624,63,No,No,No,Lidar+Camera,No,Yes,No,Yes,No,14,3.9,7.3,No,No,No,No,330
Medion,Medion R13 Ultra,171,4.7,624,5922,58,No,No,Yes,Camera,Yes,Yes,No,Yes,No,8,3.9,7.9,Yes,No,Yes,Yes,577
Ecovacs,Ecovacs S14 Pro,107,4.2,587,5735,65,No,No,No,Camera,No,Yes,Yes,No,Yes,20,2.7,9.3,No,Yes,Yes,No,549
Samsung,Samsung R23 Ultra,194,3.6,625,5707,55,Yes,No,Yes,Infrared,Yes,No,No,Yes,No,7,3.0,7.1,No,Yes,No,Yes,1199
Panasonic,Panasonic X14 Pro,177,4.8,500,2369,64,Yes,Yes,No,Infrared,No,No,Yes,No,No,11,3.6,9.8,Yes,Yes,Yes,No,353
Puppyoo,Puppyoo V61 Pro,146,3.5,411,5612,67,Yes,Yes,No,Infrared,Yes,Yes,Yes,Yes,Yes,12,4.1,8.9,No,No,Yes,Yes,640
Cecotec,Cecotec X28 Ultra,116,3.7,645,1634,68,No,No,Yes,Camera,Yes,No,Yes,No,Yes,19,3.1,7.1,Yes,No,No,No,1061
Ecovacs,Ecovacs R46 Ultra,200,4.7,424,5428,62,Yes,No,No,Infrared,Yes,Yes,No,No,Yes,15,5.4,8.8,Yes,No,No,Yes,599
Dyson,Dyson X79 Pro,139,3.2,483,4965,64,No,No,Yes,Lidar+Camera,No,No,Yes,No,No,16,3.8,10.9,No,No,Yes,Yes,582
Samsung,Samsung R28 Max,87,5.3,507,2653,66,Yes,No,Yes,Lidar,No,No,Yes,No,No,8,3.5,9.4,No,Yes,No,No,1180
Samsung,Samsung R81 Ultra,174,3.2,605,2750,60,No,Yes,No,Lidar,Yes,No,No,Yes,No,15,4.1,8.0,Yes,No,No,No,503
Yeedi,Yeedi R9 Pro,64,4.9,446,3316,56,No,No,Yes,Infrared,Yes,No,No,Yes,Yes,14,4.2,7.9,No,No,No,Yes,211
Proscenic,Proscenic R63 Pro,124,4.0,642,5089,68,No,Yes,No,Lidar,Yes,Yes,No,No,Yes,12,2.9,9.9,No,Yes,No,No,1014
Lenovo,Lenovo X63 Pro,113,5.8,367,3769,64,No,No,Yes,Infrared,No,No,Yes,No,No,15,4.0,7.2,No,Yes,No,No,916
iRobot,iRobot X95 Pro,90,4.0,440,2187,56,No,Yes,No,Camera,No,Yes,Yes,Yes,Yes,6,4.1,8.6,Yes,Yes,No,Yes,1047
